trial_id,role,parent_etype,main_axis,parent_rank,cell_index,left_x,top_y,right_x,bottom_y,n_cells,card_id,dom_handle,geometry_source
p017-b2-t10,cell,dd_top,True,0,3,518.481,194.0,630.0984,445.0643,5,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p017-b2-t10,cell,dd_top,True,0,4,637.2996,194.0,748.917,445.0643,5,vplaurlg4,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(5),dom_screenshot_registered
p017-b6-t7,parent,dd_top,True,0,,162.0,158.0,748.0,391.0,5,,,typed_parent_unchanged
p017-b6-t7,cell,dd_top,True,0,0,162.0253,194.0,273.6427,382.08680000000004,5,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p017-b6-t7,cell,dd_top,True,0,1,280.8439,194.0,392.46130000000005,382.08680000000004,5,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p017-b6-t7,cell,dd_top,True,0,2,399.6624,194.0,511.2798,382.08680000000004,5,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p017-b6-t7,cell,dd_top,True,0,3,518.481,194.0,630.0984,382.08680000000004,5,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p017-b6-t7,cell,dd_top,True,0,4,637.2996,194.0,748.917,382.08680000000004,5,vplaurlg4,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(5),dom_screenshot_registered
p018-b5-t5,parent,dd_top,True,0,,162.0,158.0,749.0,437.0,5,,,typed_parent_unchanged
p018-b5-t5,cell,dd_top,True,0,0,162.0253,194.0,273.6427,428.9,5,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p018-b5-t5,cell,dd_top,True,0,1,280.8439,194.0,392.46130000000005,428.9,5,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p018-b5-t5,cell,dd_top,True,0,2,399.6624,194.0,511.2798,428.9,5,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p018-b5-t5,cell,dd_top,True,0,3,518.481,194.0,630.0984,428.9,5,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p018-b5-t5,cell,dd_top,True,0,4,637.2996,194.0,748.917,428.9,5,vplaurlg4,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(5),dom_screenshot_registered
p019-b4-t10,parent,dd_top,True,0,,162.0,158.0,748.0,493.0,5,,,typed_parent_unchanged
p019-b4-t10,cell,dd_top,True,0,0,162.0253,194.0,273.6427,483.819,5,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p019-b4-t10,cell,dd_top,True,0,1,280.8439,194.0,392.46130000000005,483.819,5,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p019-b4-t10,cell,dd_top,True,0,2,399.6624,194.0,511.2798,483.819,5,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p019-b4-t10,cell,dd_top,True,0,3,518.481,194.0,630.0984,483.819,5,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p019-b4-t10,cell,dd_top,True,0,4,637.2996,194.0,748.917,483.819,5,vplaurlg4,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(5),dom_screenshot_registered
p019-b6-t5,parent,dd_top,True,0,,162.0,158.0,748.0,509.0,5,,,typed_parent_unchanged
p019-b6-t5,cell,dd_top,True,0,0,162.0253,194.0,273.6427,500.0,5,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p019-b6-t5,cell,dd_top,True,0,1,280.8439,194.0,392.46130000000005,500.0,5,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p019-b6-t5,cell,dd_top,True,0,2,399.6624,194.0,511.2798,500.0,5,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p019-b6-t5,cell,dd_top,True,0,3,518.481,194.0,630.0984,500.0,5,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p019-b6-t5,cell,dd_top,True,0,4,637.2996,194.0,748.917,500.0,5,vplaurlg4,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(5),dom_screenshot_registered
p021-b3-t8,parent,dd_top,True,0,,162.0,158.0,749.0,509.0,4,,,typed_parent_unchanged
p021-b3-t8,cell,dd_top,True,0,0,162.0253,194.0,303.3474,500.0216,4,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p021-b3-t8,cell,dd_top,True,0,1,310.5485,194.0,451.87059999999997,500.0216,4,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p021-b3-t8,cell,dd_top,True,0,2,459.0717,194.0,600.3938,500.0216,4,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p021-b3-t8,cell,dd_top,True,0,3,607.5949,194.0,748.917,500.0216,4,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p021-b6-t10,parent,dd_top,True,0,,162.0,158.0,748.0,493.0,5,,,typed_parent_unchanged
p021-b6-t10,cell,dd_top,True,0,0,162.0253,194.0,273.6427,483.8204,5,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p021-b6-t10,cell,dd_top,True,0,1,280.8439,194.0,392.46130000000005,483.8204,5,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p021-b6-t10,cell,dd_top,True,0,2,399.6624,194.0,511.2798,483.8204,5,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p021-b6-t10,cell,dd_top,True,0,3,518.481,194.0,630.0984,483.8204,5,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p021-b6-t10,cell,dd_top,True,0,4,637.2996,194.0,748.917,483.8204,5,vplaurlg4,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(5),dom_screenshot_registered
p022-b2-t4,parent,dd_top,True,0,,162.0,158.0,749.0,492.0,3,,,typed_parent_unchanged
p022-b2-t4,cell,dd_top,True,0,0,162.0253,194.0,352.8551,483.7883,3,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p022-b2-t4,cell,dd_top,True,0,1,360.0563,194.0,550.8861,483.7883,3,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p022-b2-t4,cell,dd_top,True,0,2,558.0872,194.0,748.917,483.7883,3,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p022-b4-t7,parent,dd_top,True,0,,162.0,158.0,748.0,454.0,5,,,typed_parent_unchanged
p022-b4-t7,cell,dd_top,True,0,0,162.0253,194.0,273.6427,445.1,5,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p022-b4-t7,cell,dd_top,True,0,1,280.8439,194.0,392.46130000000005,445.1,5,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p022-b4-t7,cell,dd_top,True,0,2,399.6624,194.0,511.2798,445.1,5,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p022-b4-t7,cell,dd_top,True,0,3,518.481,194.0,630.0984,445.1,5,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p022-b4-t7,cell,dd_top,True,0,4,637.2996,194.0,748.917,445.1,5,vplaurlg4,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(5),dom_screenshot_registered
p023-b1-t1,parent,dd_top,True,0,,162.0,158.0,749.0,454.0,4,,,typed_parent_unchanged
p023-b1-t1,cell,dd_top,True,0,0,162.0253,194.0,303.3474,445.121,4,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p023-b1-t1,cell,dd_top,True,0,1,310.5485,194.0,451.87059999999997,445.121,4,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p023-b1-t1,cell,dd_top,True,0,2,459.0717,194.0,600.3938,445.121,4,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
p023-b1-t1,cell,dd_top,True,0,3,607.5949,194.0,748.917,445.121,4,vplaurlg3,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4),dom_screenshot_registered
p023-b3-t3,parent,dd_top,True,0,,162.0,158.0,748.0,437.0,5,,,typed_parent_unchanged
p023-b3-t3,cell,dd_top,True,0,0,162.0253,194.0,273.6427,428.9,5,vplaurlg0,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1),dom_screenshot_registered
p023-b3-t3,cell,dd_top,True,0,1,280.8439,194.0,392.46130000000005,428.9,5,vplaurlg1,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2),dom_screenshot_registered
p023-b3-t3,cell,dd_top,True,0,2,399.6624,194.0,511.2798,428.9,5,vplaurlg2,html:nth-of-type(1) > body:nth-of-type(1) > div:nth-of-type(8) > div:nth-of-type(1) > div:nth-of-type(10) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(2) > div:nth-of-type(1) > g-scrolling-carousel:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(3),dom_screenshot_registered
